Route,Date of Journey,Departure Time,Departure Station,Arrival Destination,Arrival Time,Actual Arrival Time,Journey Status,Reason for Delay,Delay in Minutes,Trip ID,Day Type
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,11:00:00,Manchester Piccadilly,Liverpool Lime Street,11:30:00,14:24:00,Delayed,Staff Shortage,174,190,Weekday
London St Pancras to Birmingham New Street,1/3/2024,11:00:00,London St Pancras,Birmingham New Street,12:20:00,12:20:00,On Time,No delay,0,191,Weekday
London Kings Cross to York,1/3/2024,11:00:00,London Kings Cross,York,12:50:00,12:50:00,On Time,No delay,0,192,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/2/2024,14:30:00,Manchester Piccadilly,Liverpool Lime Street,15:00:00,15:00:00,On Time,No delay,0,193,Weekday
London Kings Cross to York,1/2/2024,14:30:00,London Kings Cross,York,16:20:00,16:20:00,On Time,No delay,0,194,Weekday
London Euston to Birmingham New Street,1/3/2024,11:45:00,London Euston,Birmingham New Street,13:05:00,13:05:00,On Time,No delay,0,195,Weekday
London Kings Cross to York,1/3/2024,11:45:00,London Kings Cross,York,13:35:00,13:35:00,On Time,No delay,0,196,Weekday
London St Pancras to Birmingham New Street,1/3/2024,12:00:00,London St Pancras,Birmingham New Street,13:20:00,13:20:00,On Time,No delay,0,197,Weekday
London Paddington to Reading,1/2/2024,15:00:00,London Paddington,Reading,16:00:00,16:00:00,On Time,No delay,0,198,Weekday
London St Pancras to Birmingham New Street,1/2/2024,15:15:00,London St Pancras,Birmingham New Street,16:35:00,16:35:00,On Time,No delay,0,199,Weekday
London Paddington to Reading,1/2/2024,15:30:00,London Paddington,Reading,16:30:00,16:30:00,On Time,No delay,0,200,Weekday
London Euston to Birmingham New Street,1/3/2024,12:45:00,London Euston,Birmingham New Street,14:05:00,14:05:00,On Time,No delay,0,201,Weekday
York to Edinburgh,1/2/2024,15:45:00,York,Edinburgh,18:15:00,18:15:00,On Time,No delay,0,202,Weekday
London Paddington to Reading,1/3/2024,12:45:00,London Paddington,Reading,13:45:00,,Cancelled,Technical Issue,,203,Weekday
London Euston to Birmingham New Street,1/2/2024,15:45:00,London Euston,Birmingham New Street,17:05:00,17:05:00,On Time,No delay,0,204,Weekday
York to Peterborough,1/2/2024,16:00:00,York,Peterborough,17:10:00,17:10:00,On Time,No delay,0,205,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/2/2024,16:00:00,Liverpool Lime Street,Manchester Piccadilly,16:30:00,16:30:00,On Time,No delay,0,206,Weekday
London St Pancras to Birmingham New Street,1/2/2024,16:00:00,London St Pancras,Birmingham New Street,17:20:00,17:20:00,On Time,No delay,0,207,Weekday
London Kings Cross to York,1/2/2024,16:15:00,London Kings Cross,York,18:05:00,18:05:00,On Time,No delay,0,208,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/2/2024,16:15:00,Manchester Piccadilly,Liverpool Lime Street,16:45:00,16:45:00,On Time,No delay,0,209,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,13:15:00,Liverpool Lime Street,Manchester Piccadilly,13:45:00,13:45:00,On Time,No delay,0,210,Weekday
Manchester Piccadilly to London Paddington,1/3/2024,13:45:00,Manchester Piccadilly,London Paddington,16:00:00,16:00:00,On Time,No delay,0,211,Weekday
Reading to Swindon,1/2/2024,17:45:00,Reading,Swindon,18:30:00,18:30:00,On Time,No delay,0,212,Weekday
Birmingham New Street to Stafford,1/2/2024,17:45:00,Birmingham New Street,Stafford,18:15:00,18:15:00,On Time,No delay,0,213,Weekday
London Kings Cross to York,1/2/2024,17:15:00,London Kings Cross,York,19:05:00,19:05:00,On Time,No delay,0,214,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/2/2024,17:15:00,Liverpool Lime Street,Manchester Piccadilly,17:45:00,17:45:00,On Time,No delay,0,215,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/2/2024,17:45:00,Manchester Piccadilly,Liverpool Lime Street,18:15:00,18:15:00,On Time,No delay,0,216,Weekday
Liverpool Lime Street to London Euston,1/3/2024,15:30:00,Liverpool Lime Street,London Euston,17:45:00,18:14:00,Delayed,Staff Shortage,29,217,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,14:45:00,Manchester Piccadilly,Liverpool Lime Street,15:15:00,15:15:00,On Time,No delay,0,218,Weekday
York to Edinburgh,1/3/2024,14:45:00,York,Edinburgh,17:15:00,17:15:00,On Time,No delay,0,219,Weekday
London Kings Cross to York,1/3/2024,15:00:00,London Kings Cross,York,16:50:00,16:50:00,On Time,No delay,0,220,Weekday
London Paddington to Reading,1/3/2024,15:00:00,London Paddington,Reading,16:00:00,16:00:00,On Time,No delay,0,221,Weekday
London Euston to Birmingham New Street,1/3/2024,15:30:00,London Euston,Birmingham New Street,16:50:00,,Cancelled,Weather Conditions,,222,Weekday
Reading to London Paddington,1/3/2024,15:30:00,Reading,London Paddington,15:55:00,15:55:00,On Time,No delay,0,223,Weekday
Birmingham New Street to Stafford,1/2/2024,18:45:00,Birmingham New Street,Stafford,19:15:00,19:15:00,On Time,No delay,0,224,Weekday
Birmingham New Street to Tamworth,1/2/2024,18:45:00,Birmingham New Street,Tamworth,19:05:00,19:05:00,On Time,No delay,0,225,Weekday
London St Pancras to Wolverhampton,1/2/2024,18:45:00,London St Pancras,Wolverhampton,20:15:00,20:15:00,On Time,No delay,0,226,Weekday
London Paddington to Reading,1/3/2024,15:45:00,London Paddington,Reading,16:45:00,16:45:00,On Time,No delay,0,227,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/2/2024,18:45:00,Manchester Piccadilly,Liverpool Lime Street,19:15:00,19:15:00,On Time,No delay,0,228,Weekday
London Euston to Manchester Piccadilly,1/2/2024,18:45:00,London Euston,Manchester Piccadilly,20:35:00,20:35:00,On Time,No delay,0,229,Weekday
Liverpool Lime Street to Crewe,1/2/2024,18:45:00,Liverpool Lime Street,Crewe,19:20:00,19:20:00,On Time,No delay,0,230,Weekday
London Paddington to Reading,1/3/2024,16:00:00,London Paddington,Reading,17:00:00,17:00:00,On Time,No delay,0,231,Weekday
London Euston to Birmingham New Street,1/3/2024,16:00:00,London Euston,Birmingham New Street,17:20:00,17:20:00,On Time,No delay,0,232,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,16:00:00,Manchester Piccadilly,Liverpool Lime Street,16:30:00,16:30:00,On Time,No delay,0,233,Weekday
London Kings Cross to York,1/3/2024,16:00:00,London Kings Cross,York,17:50:00,17:50:00,On Time,No delay,0,234,Weekday
London St Pancras to Birmingham New Street,1/2/2024,19:00:00,London St Pancras,Birmingham New Street,20:20:00,20:20:00,On Time,No delay,0,235,Weekday
London Kings Cross to York,1/3/2024,16:15:00,London Kings Cross,York,18:05:00,18:05:00,On Time,No delay,0,236,Weekday
Birmingham New Street to Manchester Piccadilly,1/3/2024,16:15:00,Birmingham New Street,Manchester Piccadilly,17:35:00,17:35:00,On Time,No delay,0,237,Weekday
Liverpool Lime Street to Leeds,1/3/2024,16:30:00,Liverpool Lime Street,Leeds,18:00:00,18:00:00,On Time,No delay,0,238,Weekday
London Kings Cross to York,1/2/2024,19:30:00,London Kings Cross,York,21:20:00,21:20:00,On Time,No delay,0,239,Weekday
Manchester Piccadilly to London Kings Cross,1/3/2024,16:30:00,Manchester Piccadilly,London Kings Cross,18:45:00,18:45:00,On Time,No delay,0,240,Weekday
Liverpool Lime Street to London Euston,1/3/2024,17:30:00,Liverpool Lime Street,London Euston,19:45:00,20:10:00,Delayed,Technical Issue,25,241,Weekday
London St Pancras to Leicester,1/2/2024,18:45:00,London St Pancras,Leicester,19:45:00,19:45:00,On Time,No delay,0,242,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/2/2024,19:45:00,Liverpool Lime Street,Manchester Piccadilly,20:15:00,20:15:00,On Time,No delay,0,243,Weekday
London Kings Cross to York,1/3/2024,17:00:00,London Kings Cross,York,18:50:00,18:50:00,On Time,No delay,0,244,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/2/2024,20:00:00,Liverpool Lime Street,Manchester Piccadilly,20:30:00,20:30:00,On Time,No delay,0,245,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,17:00:00,Manchester Piccadilly,Liverpool Lime Street,17:30:00,17:30:00,On Time,No delay,0,246,Weekday
London Euston to Birmingham New Street,1/3/2024,17:15:00,London Euston,Birmingham New Street,18:35:00,18:35:00,On Time,No delay,0,247,Weekday
London Kings Cross to York,1/3/2024,17:15:00,London Kings Cross,York,19:05:00,19:05:00,On Time,No delay,0,248,Weekday
London Kings Cross to Liverpool Lime Street,1/2/2024,20:15:00,London Kings Cross,Liverpool Lime Street,22:30:00,22:30:00,On Time,No delay,0,249,Weekday
London St Pancras to Birmingham New Street,1/3/2024,17:45:00,London St Pancras,Birmingham New Street,19:05:00,19:05:00,On Time,No delay,0,250,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,17:45:00,Manchester Piccadilly,Liverpool Lime Street,18:15:00,18:15:00,On Time,No delay,0,251,Weekday
Reading to Swindon,1/3/2024,17:45:00,Reading,Swindon,18:30:00,18:30:00,On Time,No delay,0,252,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,18:45:00,Manchester Piccadilly,Liverpool Lime Street,19:15:00,,Cancelled,Staff Shortage,,253,Weekday
London Euston to Birmingham New Street,1/3/2024,17:45:00,London Euston,Birmingham New Street,19:05:00,,Cancelled,Technical Issue,,254,Weekday
London Paddington to Reading,1/3/2024,18:30:00,London Paddington,Reading,19:30:00,19:30:00,On Time,No delay,0,255,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/2/2024,21:30:00,Liverpool Lime Street,Manchester Piccadilly,22:00:00,22:00:00,On Time,No delay,0,256,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,18:30:00,Liverpool Lime Street,Manchester Piccadilly,19:00:00,19:00:00,On Time,No delay,0,257,Weekday
London Kings Cross to York,1/3/2024,18:30:00,London Kings Cross,York,20:20:00,20:20:00,On Time,No delay,0,258,Weekday
London Euston to Birmingham New Street,1/2/2024,21:30:00,London Euston,Birmingham New Street,22:50:00,,Cancelled,Staff Shortage,,259,Weekday
London St Pancras to Birmingham New Street,1/3/2024,18:45:00,London St Pancras,Birmingham New Street,20:05:00,20:05:00,On Time,No delay,0,260,Weekday
Birmingham New Street to Tamworth,1/3/2024,18:45:00,Birmingham New Street,Tamworth,19:05:00,19:05:00,On Time,No delay,0,261,Weekday
Birmingham New Street to Nuneaton,1/3/2024,18:45:00,Birmingham New Street,Nuneaton,19:05:00,19:05:00,On Time,No delay,0,262,Weekday
London Euston to Manchester Piccadilly,1/3/2024,18:45:00,London Euston,Manchester Piccadilly,20:35:00,20:35:00,On Time,No delay,0,263,Weekday
London Kings Cross to York,1/3/2024,17:45:00,London Kings Cross,York,19:35:00,19:35:00,On Time,No delay,0,264,Weekday
London Paddington to Reading,1/3/2024,17:45:00,London Paddington,Reading,18:45:00,18:45:00,On Time,No delay,0,265,Weekday
Birmingham New Street to Stafford,1/3/2024,17:45:00,Birmingham New Street,Stafford,18:15:00,18:15:00,On Time,No delay,0,266,Weekday
London Kings Cross to York,1/2/2024,22:00:00,London Kings Cross,York,23:50:00,23:50:00,On Time,No delay,0,267,Weekday
London Kings Cross to York,1/2/2024,22:15:00,London Kings Cross,York,0:05:00,0:05:00,On Time,No delay,0,268,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,19:15:00,Manchester Piccadilly,Liverpool Lime Street,19:45:00,19:45:00,On Time,No delay,0,269,Weekday
London Kings Cross to York,1/3/2024,19:30:00,London Kings Cross,York,21:20:00,21:20:00,On Time,No delay,0,270,Weekday
London Paddington to Reading,1/3/2024,20:00:00,London Paddington,Reading,21:00:00,21:00:00,On Time,No delay,0,271,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,20:15:00,Manchester Piccadilly,Liverpool Lime Street,20:45:00,20:45:00,On Time,No delay,0,272,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,20:15:00,Liverpool Lime Street,Manchester Piccadilly,20:45:00,20:45:00,On Time,No delay,0,273,Weekday
Birmingham New Street to London St Pancras,1/3/2024,0:15:00,Birmingham New Street,London St Pancras,1:35:00,,Cancelled,Staff Shortage,,274,Weekday
London Paddington to Reading,1/3/2024,21:30:00,London Paddington,Reading,22:30:00,22:30:00,On Time,No delay,0,275,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,0:30:00,Liverpool Lime Street,Manchester Piccadilly,1:00:00,1:00:00,On Time,No delay,0,276,Weekday
London Kings Cross to York,1/3/2024,0:30:00,London Kings Cross,York,2:20:00,2:20:00,On Time,No delay,0,277,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,21:30:00,Liverpool Lime Street,Manchester Piccadilly,22:00:00,22:00:00,On Time,No delay,0,278,Weekday
London Paddington to Reading,1/3/2024,22:00:00,London Paddington,Reading,23:00:00,23:00:00,On Time,No delay,0,279,Weekday
London Euston to Birmingham New Street,1/3/2024,22:15:00,London Euston,Birmingham New Street,23:35:00,23:35:00,On Time,No delay,0,280,Weekday
London Euston to Manchester Piccadilly,1/3/2024,22:30:00,London Euston,Manchester Piccadilly,0:20:00,0:20:00,On Time,No delay,0,281,Weekday
London Paddington to Reading,1/3/2024,1:30:00,London Paddington,Reading,2:30:00,2:30:00,On Time,No delay,0,282,Weekday
London St Pancras to Birmingham New Street,1/3/2024,22:30:00,London St Pancras,Birmingham New Street,23:50:00,23:50:00,On Time,No delay,0,283,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,1:45:00,Liverpool Lime Street,Manchester Piccadilly,2:15:00,2:15:00,On Time,No delay,0,284,Weekday
York to Durham,1/3/2024,1:45:00,York,Durham,2:35:00,2:35:00,On Time,No delay,0,285,Weekday
London Paddington to Reading,1/3/2024,23:15:00,London Paddington,Reading,0:15:00,0:15:00,On Time,No delay,0,286,Weekday
London St Pancras to Birmingham New Street,1/3/2024,2:45:00,London St Pancras,Birmingham New Street,4:05:00,4:05:00,On Time,No delay,0,287,Weekday
York to Durham,1/4/2024,23:45:00,York,Durham,0:35:00,0:35:00,On Time,No delay,0,288,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/4/2024,0:15:00,Liverpool Lime Street,Manchester Piccadilly,0:45:00,0:45:00,On Time,No delay,0,289,Weekday
Birmingham New Street to Reading,1/3/2024,3:30:00,Birmingham New Street,Reading,5:00:00,5:00:00,On Time,No delay,0,290,Weekday
York to Durham,1/3/2024,3:30:00,York,Durham,4:20:00,4:32:00,Delayed,Weather Conditions,12,291,Weekday
York to Birmingham New Street,1/3/2024,3:45:00,York,Birmingham New Street,6:00:00,6:00:00,On Time,No delay,0,292,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,4:00:00,Liverpool Lime Street,Manchester Piccadilly,4:30:00,4:30:00,On Time,No delay,0,293,Weekday
London Euston to Birmingham New Street,1/3/2024,4:15:00,London Euston,Birmingham New Street,5:35:00,,Cancelled,Weather Conditions,,294,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/4/2024,1:30:00,Liverpool Lime Street,Manchester Piccadilly,2:00:00,2:00:00,On Time,No delay,0,295,Weekday
London St Pancras to Birmingham New Street,1/4/2024,1:45:00,London St Pancras,Birmingham New Street,3:05:00,3:05:00,On Time,No delay,0,296,Weekday
York to Durham,1/4/2024,1:45:00,York,Durham,2:35:00,,Cancelled,Signal Failure,,297,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/4/2024,1:45:00,Liverpool Lime Street,Manchester Piccadilly,2:15:00,2:15:00,On Time,No delay,0,298,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,4:45:00,Manchester Piccadilly,Liverpool Lime Street,5:15:00,5:15:00,On Time,No delay,0,299,Weekday
London Kings Cross to York,1/3/2024,4:45:00,London Kings Cross,York,6:35:00,6:35:00,On Time,No delay,0,300,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,5:00:00,Liverpool Lime Street,Manchester Piccadilly,5:30:00,5:30:00,On Time,No delay,0,301,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/4/2024,2:00:00,Liverpool Lime Street,Manchester Piccadilly,2:30:00,2:30:00,On Time,No delay,0,302,Weekday
London Euston to Birmingham New Street,1/4/2024,2:15:00,London Euston,Birmingham New Street,3:35:00,3:35:00,On Time,No delay,0,303,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/4/2024,3:00:00,Liverpool Lime Street,Manchester Piccadilly,3:30:00,3:30:00,On Time,No delay,0,304,Weekday
London Kings Cross to York,1/3/2024,6:00:00,London Kings Cross,York,7:50:00,7:50:00,On Time,No delay,0,305,Weekday
Reading to Didcot,1/3/2024,6:15:00,Reading,Didcot,6:30:00,6:30:00,On Time,No delay,0,306,Weekday
Reading to Oxford,1/3/2024,6:15:00,Reading,Oxford,6:40:00,6:40:00,On Time,No delay,0,307,Weekday
London Kings Cross to York,1/3/2024,6:15:00,London Kings Cross,York,8:05:00,8:05:00,On Time,No delay,0,308,Weekday
London Euston to Birmingham New Street,1/3/2024,6:30:00,London Euston,Birmingham New Street,7:50:00,7:50:00,On Time,No delay,0,309,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,6:30:00,Manchester Piccadilly,Liverpool Lime Street,7:00:00,7:00:00,On Time,No delay,0,310,Weekday
London Paddington to Reading,1/3/2024,6:45:00,London Paddington,Reading,7:45:00,7:45:00,On Time,No delay,0,311,Weekday
Liverpool Lime Street to Manchester Piccadilly,1/3/2024,6:45:00,Liverpool Lime Street,Manchester Piccadilly,7:15:00,7:15:00,On Time,No delay,0,312,Weekday
London Euston to Birmingham New Street,1/4/2024,3:45:00,London Euston,Birmingham New Street,5:05:00,5:05:00,On Time,No delay,0,313,Weekday
Birmingham New Street to London St Pancras,1/3/2024,7:00:00,Birmingham New Street,London St Pancras,8:20:00,8:20:00,On Time,No delay,0,314,Weekday
London Kings Cross to York,1/4/2024,4:00:00,London Kings Cross,York,5:50:00,5:50:00,On Time,No delay,0,315,Weekday
London Euston to Birmingham New Street,1/3/2024,7:15:00,London Euston,Birmingham New Street,8:35:00,8:35:00,On Time,No delay,0,316,Weekday
London Euston to Birmingham New Street,1/4/2024,4:15:00,London Euston,Birmingham New Street,5:35:00,5:35:00,On Time,No delay,0,317,Weekday
Manchester Piccadilly to London Paddington,1/4/2024,4:30:00,Manchester Piccadilly,London Paddington,6:45:00,6:45:00,On Time,No delay,0,318,Weekday
London Kings Cross to York,1/3/2024,7:30:00,London Kings Cross,York,9:20:00,9:20:00,On Time,No delay,0,319,Weekday
Birmingham New Street to London St Pancras,1/4/2024,4:30:00,Birmingham New Street,London St Pancras,5:50:00,5:50:00,On Time,No delay,0,320,Weekday
York to Doncaster,1/3/2024,7:30:00,York,Doncaster,8:00:00,8:00:00,On Time,No delay,0,321,Weekday
London Euston to Birmingham New Street,1/3/2024,7:45:00,London Euston,Birmingham New Street,9:05:00,9:05:00,On Time,No delay,0,322,Weekday
Birmingham New Street to Liverpool Lime Street,1/3/2024,8:00:00,Birmingham New Street,Liverpool Lime Street,9:30:00,9:30:00,On Time,No delay,0,323,Weekday
London St Pancras to Birmingham New Street,1/3/2024,8:15:00,London St Pancras,Birmingham New Street,9:35:00,9:35:00,On Time,No delay,0,324,Weekday
Manchester Piccadilly to Liverpool Lime Street,1/3/2024,8:30:00,Manchester Piccadilly,Liverpool Lime Street,9:00:00,9:00:00,On Time,No delay,0,325,Weekday
London Paddington to Reading,1/3/2024,8:30:00,London Paddington,Reading,9:30:00,9:30:00,On Time,No delay,0,326,Weekday
London Kings Cross to Liverpool Lime Street,1/4/2024,5:45:00,London Kings Cross,Liverpool Lime Street,8:00:00,8:00:00,On Time,No delay,0,327,Weekday
